id,transcription
1601,NO THEN SOME OF MY HEART THAT THIS FAINTING LADY IS YOUR REAL BRIGHT I SAY REAL BECAUSE SHE IS THE ONE WHOM YOU FATHER I HAVE CHOSEN FOR YOU AND A PORTRAIT WAS A PRETENCE
1602,JUST AT THE MOMENT WHEN THE TEARS OF THE PITY BEHOLD AS FLOWED FASTEST AND THEIR JECULATIONS WHEN MOST EXPRESSIVE OF DESPAIR THE OCCASION OF RECOVERY AND BROUGHT BACK GLADNESS THROUGH THE HEARTS OF ALL
1603,WHEN SHE CAME TO HER SENSES AND BLUSHING TO FIND HERSELF IN REBELLPH'S ARMS WOULD HAVE DIS ENGAGED HERSELF NO SIGNOR HE SAID THAT MUST NOT BE STRIBED NOT TO WITHDRAW FROM THE ARMS OF HIM WILL HOLD YOU IN HIS SOVE
1604,THIS WAS DONE FOR THE EVENT TOOK PLACE AT A TIME WHEN THE CONSENT TO THE PARTIES WAS SUFFICIENT FOR THE CELEBRATION OF THE MARRIAGE WITHOUT ANY OF THE PRELIMANARY FORMALITIES WHICH I NOW SO PROPERLY REQUIRED
1605,NO AS REGAL LESS SURPRISED THAN DAY AND THE BETTER TO ASSURE HIMSELF SO WONDERFUL EFFECT HE BED LOCATED TO GIVE HIM SOME TOKEN WHICH SHOULD MAKE PERFECTLY CLEAR TO HIM THAT WHICH INDEED HE DID NOT DOUBT SINCE IT WAS AUTHENTICATED BY HIS PANTS
1606,YOU KNOW CAPTAIN LAKE
1607,SAID LORD CHILDREN ADDRESSING ME
1608,HE HAD HIS HAND UPON LAKE SHOULDER
1609,THEY ARE COUSINS YOU KNOW WE ARE ALL COUSINS
1610,WHEN EVER LORD SHELLFORT SAID MISS BRAND AND RECEIVED IT VERY GRACIOUSLY AND EVEN WITH A MOMENTARY SMILE
1611,BUT HER GREETING TO CAPTAIN LIQUE WAS MORE THAN USUALLY HOTY AND FROZEN AND HER FEATURES I FANCIED PARTICULARLY PROUD AND PALE
1612,AT DINNER LAKE WAS EASY AND AMUSING
1613,I'M GLAD YOU LIKE IT SAYS WILDER CHUCKLING THE INDIGNANTLY ON IT OVER HIS SHOULDER
1614,I BELIEVE I HAVE A LITTLE TASTE THAT WAY THOSE ARE ALL REAL YOU KNOW THOSE JEWELS
1615,AND HE PLACED IT IN THAT GENTLEMAN'S FINGERS WHO NOW TOOK HIS TURN AT THE LAMP AND CONTEMPLATED THE LITTLE PARALLELGRAM WITH A GLEAM OF SLIGHT AMUSEMENT
1616,I WAS THINKING IT'S A VERY LIKE THE ACE OF HEARTS ANSWERED THE CAPTAIN SOFTLY SMILING ON
1617,WHEREUPON LAKE LEFT QUIETLY STILL LOOKING ON THE ACE OF HEARTS WITH HIS FLY EYES
1618,AND WILDER LEFT YOU MORE SUDDENLY ANNOYSILY THAN THE SHE ARE OF THE JOKE SEEMS QUITE TO CALL FOR AND GLANCED A GRIM BOOK FROM THE CORNERS OF HIS EYES UNLEAK BUT THE GALLANT KEPT AND DID NOT SEEM TO PERCEIVE IT AND AFTER A FEW SECONDS MORE HE HANDED IT VERY INNOCENTLY
1619,DO YOU KNOW LATE OH I'VE REALLY CAT TELL BUT HE'LL SOON TIRE OF COUNTRY LIFE
1620,HE'S NOT A MAN FOR COUNTRY QUARTERS
1621,I HOW HOARSE DREAM ABOUT HIM LAST NIGHT THAT
1622,OH I KNOW THAT'S MORE AND BRAND
1623,ALL THE TIME HE WAS TALKING TO ME HIS ANGRY EYES WERE FOLLOWING LEAPED
1624,MISS LEAPED DECLINED THE CARRIAGE TO ME
1625,AND HE ADDED SOMETHING STILL LESS COMPLIMENTARY
1626,BUT TOOK THESE VERY WISE THINGS SOMETIMES TURN OUT VERY FOOLISHLY
1627,IN THE MEANTIME I HAD FORMED A NEW IDEA OF HER
1628,I THIS TIME LORD CHAUVERED A MILDER RETURNED AND DISGUSTED RATHER WITH MYSELF I RUMINATED ON MY WANT OF GENERALSHIP
1629,AND HE MADE A LITTLE TIP OF HIS KING TOWARD HIS BRANDED HALL OVER A SHOULDER
1630,YES SO THEY SAID BUT THAT WOULD I THINK HAPPENED HORSE
1631,IF A FELLOW'S BEEN A LITTLE BIT WILD HE IS BEYOND THE BUT AT ONCE
1632,BROPPED IN A VERY GOOD FELLOW I CAN ASSURE YOU
1633,I DON'T KNOW I'M CAN'T SAY HOW YOU FIND GENTLEMAN TO FIND WICKEDNESS ONLY AS AN OBSCURE FEMALE I SPEAK ACCORDING TO MY LIGHTS AND HE IS GENERALLY THOUGHT THE WICKEDEST MAN IN THIS COUNTY
1634,WHY YOU KNOW LADY WOMEN LIKE WICKED FELLOWS IT IS CONTRAST I SUPPOSE BUT THEY DO AND I'M SURE FROM WHAT BROKEN HAS SAID TO ME I KNOW HIM INTIMIDLY THAT DORA IS LIKES HIM AND I CAN'T CONCEIVE WHY THEY ARE NOT MARRIED
1635,THERE'RE WALKED CONTINUED SILENT FOR THE GREATER PART NEITHER WAS QUITE SATISFIED WITH THE OTHER BUT RACHEL AT LAST SAID
1636,NOW THAT'S IMPOSSIBLE LADY I REALLY DON'T THINK I ONCE THOUGHT OF HIM ALL THIS EVENING EXCEPT JUST BOBBY WERE TALKING
1637,THERE WAS A BRIGHT MOONLIGHT BROKEN BY THE SHADOWS OF OVERHANGING BOUGHS AND WITH THEIR LEAVES AND THE MODEL LIGHTS AND SHADOWS GLIDED ODDLY ACROSS HIS PALE FEATURES
1638,DON'T INSOLED ME STARE BY TALKING AGAIN AS YOU DID THIS MORNING
1639,WHAT I SAY IS ALL TOGETHER UNDER OWN ACCOUNTS
1640,MARK MY WORDS YOU'LL FIND HIM TO YOU STRONG FOR YOU I AND TWO DEEP
1641,I'M VERY AN EASY ABOUT IT WHATEVER IT IS I CAN'T HELP IT
1642,TO MY MIND THERE HAS ALWAYS BEEN SOMETHING AN EXPRESSIVELY AWFUL IN FAMILY FUGUES
1643,THE MYSTERY OF THEIR ORIGIN THERE CAPACITY FOR A VOLVING WEAKEN FACULTIES OF CLIMBED AND THE STUDY BY TALITY WITH WHICH THEY SURVIVE THE HERS AND SPEAK THEIR DEEP NOW FROM THE LIBERTIES IN EVERY NEW BORN GENERATION HAVE ASSOCIATED THEM SOMEHOW IN MY MIND WITH A SPELL OF LIFE EXCEPT FROM LIFE EXCEEDING AND DISTINCT FROM HUMAN AND THE SPECIAL OF LIFE EXCEEDING
1644,THE FORM WERE THAN ANYTHING OUTS SHOWED THE GREAT AGE OF THE ROOM
1645,MY BED WAS UN EXCEPTIONABLY COMFORTABLE BUT IN MY THEN MOOD I COULD HAVE WISHED IT A GREAT DEAL MORE MODERN
1646,ITS CARTONS WERE OF THICK AND FADED TAPESTRY
1647,ALL THE FURNITURE BELONG OTHER TIMES
1648,I SHAN'T TROUBLE YOU ABOUT MY TRAIN OF THOUGHTS ARE FANCIES BUT I BEGAN TO FEEL VERY LIKE A GENTLEMAN IN THE GHOSTORY WATCHING EXPERIMENTALLY IN A HAUNTED CHAMBER
1649,I DID NOT EVEN TAKE THE PRECAUTION OF SMOKING UP THE CHIMNEY
1650,I'VE BOLDLY LIGHTED MY TRUOT
1651,A COLD BRIGHT MOON WAS SHINING WITH CREEER SHARP LIGHTS AND SHADOWS
1652,THE SOMBER OLD TREES LIKE GIGANTIC HORSE PLUMES BLACK AND AWFUL
1653,SOMEHOW I HAD GROWN NERVOUS
1654,A LITTLE BIT OF PLASTER TUMBLED THEM THE CHIMNEY AND STARTLED ME CONFOUNDEDLY
1655,IT WAS NOT VERY MUCH PASSED ELEVEN THAT MORNING WHEN THE PONY CARRIAGE FROM BRANDING DREW UP BEFORE THE LITTLE GARDEN WICKET OF RED MINUTES FARM
1656,WELL SHE WAS BETTER THOUGH SHE HAD HAD ABOUT NIGHT
1657,SO THERE CAME A STEP AND THE LITTLE VUSTLING OF FEMININE DRABRIES THE SMALL DOOR OPENED AND RACHEL ENTERED WITH HER HAND EXTENDED AND A PALE SMILE OF WELCOME
1658,WIMMIN CAN HIDE THEIR PAIN THAT ARE THAN WE MEN AND BEAR IT THAT ARE TWO EXCEPT WHEN SHAME DROPS FIRE INTO THE DREADFUL JEALOUS
1659,BUT POOR REACH ALIQUE HAD MORE THAN THAT STOLICAL HYPOCRACY WHICH ENABLES THE TORCHARD SPIRITS OF HER SEX TO LIFT A PALE FACE THROUGH THE FLAINS AND SMILE
1660,THIS TRANSIENT SPRING AND LAINING UP OUR BEAUTIFUL A GLAMER BE GUILING OUR SENSES
1661,THE WAS SOMETHING OF SWEETNESS AND FONDNESS IN HER TOMBS AND MANNER WHICH WAS NEWED A RACHEL AND COMFORTING AND SHE RETURNED THE GREETING AS KINDLY AND FELT MORE LIKE HER FORMER SELF
1662,REACHES PALE AND SHARPENED FEATURES AND DILAEDED EYE STRUCK HER WITH A PAINFUL SURPRISE
1663,YOU HAVE BEEN SO ILL MY POOR RACHEL
1664,EEL AND TROUBLE DEAR TROUBLE TO MIND AND MISERABLY NERVOUS
1665,POW RACHEL HER NATURE HER QUILED FROM DECEIT AND SHE TOLD AT ALL EVENTS AS MUCH OF THE TRUTH AS SHE DARED
1666,SHE SPOKE WITH A SUDDEN ENERGY WHICH PART TOOK A FEAR AND PASSION AND FLUSHED HER THING CHEEK AND MADE HER LINGWOOD EYES FLASH
1667,THANK YOU RACHEL MY COUSIN RACHEL MY ONLY FRIEND
1668,CHAUPHFERED HAD A NOTE FROM MISTER WILDER THIS MORNING ANOTHER NOTE HIS COMING DELAYED AND SOMETHING OF HIS HAVING TO SEE SOME PERSON WHO WAS ABROAD CONTINUED JERCAS AFTER A LITTLE PAUSE
1669,YES SOMETHING I HAVE THREE THINGS SAID RACHEL HURRIEDLY LOOKING FROWNINGLY AT A FLOWER WHICH SHE WAS DRILLING IN HER FINGERS
1670,YES SAID RACHEL
1671,AND THE ONE WHIRL HAVING SPOKEN SHE SAT DOWN IN THE SCENE SORT OF ABSTRACTION AGAIN BESIDE DRUCASS AND SHE LOOKED FULL IN HER COUSIN'S EYES
1672,OF MARK WILDER I SAY THIS HIS NAME HAS BEEN FOR YEARS HATEFUL TO ME AND RECENTLY IT HAS BECOME FRIGHTFUL AND YOU WILL PROMISE ME SIMPLY THIS THAT YOU WILL NEVER ASK ME TO SPEAK AGAIN ABOUT HIM
1673,IT IS AN ANTIPATHY AND ANTIP AT THE I CANNOT GET OVER DEAR DOURCAS YOU MAY THINK IT A MADNESS BUT DON'T BLAME ME
1674,I HAVE VERY FEW TO LOVE ME NOW AND I THOUGHT YOU MIGHT LOVE ME AS I HAVE BEGUN TO LOVE YOU
1675,AND SHE THREW HER ARMS ROUND HER COUSIN THAT AND THREE FORACHEL AT LAST BURST INTO TEARS
1676,DARKAS IN HER STRANGE WAY WAS MOVED
1677,I LIKE YOU STILL RACHEL I'M SURE ALWAYS LIKE YOU
1678,YOU RESEMBLED ME RACHEL YOU ARE FEARLESS AND INFLEXIBLE AND GENEROUS
1679,YES RACHEL I DO LOVE YOU
1680,GANK YOU DARK ESTER
1681,HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURT ON THE LEFT
1682,GIVE NOT SO EARNEST A MIND TO THESE MEMORIES CHILD
1683,A GOLDEN FORTUNE THAN I HAPPY LIFE
1684,HE WAS LIKE A TW MY FATHER IN AWAY AND YET WAS NOT MY FATHER
1685,ALSO THERE WAS A STRIPPING PAGE WHO TURNED IT TO IMMEDIATELY
1686,THIS WAS SO SWEET LADY SIR AND IN SOME BETTER I DO THINK SHE DIED
1687,BUT THEN THE PICTURE WAS GONE AS QUICKLY AS IT CAME
1688,SIST AND NOW DO HE AT THESE MARVELS
1689,TAKE YOU ARE PLACE AND LET US SEE WHAT THE CRY WITH THE CRY
1690,LIKE AS NOT YOUNG MASTER THOUGH I AM AN OLD MAN
1691,FOR ITS WITH ALL RAN TO THE OPENING OF THE TENTASY WHAT MIGHT BE A MIS BUT MASTER WILL WHO PEEP NOT FIRST NEEDED NO MORE THAN ONE GLANCE
1692,HE GAVE WE TO THE OTHERS VERY READILY AND RETREATED UNPERCEIVED BY THE SQUIRE AND MISTRESS FITS TO THE REAR OF THE TENT
1693,CRIES OF UNNOTING HIM UNMOTIC HIM
1694,BEFORE THEM FLED THE STROLLOR AND HIS THREE SONS CAPITALISON TERRIFIED
1695,WHAT IS THE TUMULT AND RIOTING CRIED OUT THE SQUIRE AUTHORITY AND HE BLUE TWICE ON THE SILVER WHISTLED WHICH HUNG IT IS BUILT
1696,NAY WE REFUSE THEY WERE EXQUEST MOST POLITELY MOST NOBLE SAID THE LITTLE STROLLOR
1697,AND THEN THEY BECAME VEXED AND WOULD HAVE SNATCHED TO A PERSON
1698,I COULD NOT SEE MY BOY INJERT EXCELLENCE FOR BUT DOING HIS DUTY AS ONE OF COMBERLAND SONS
1699,SO I DID PUSHED THIS FELLOW
1700,IT IS ENOUGH SAID GEORGE GAME WELL SHARPLY AS HE TURNED UPON THE CROWD
1701,SHE AMONG US CITIZENS CRIED HE I BLUSH FOR MY FELLOWS OF NOTING HIM
1702,SHORDLY WE CAN SUBMIT WITH GOOD GRACE
1703,HIS FINE FOR US YOU TO TALK OLD MAN AND FOR THE LEAN SALON APPRENTICE
1704,BUT I RESTED WITH THIS FELLOW AND DO KNOW THAT HE PLAYED ON FAIRLY IN THE SECOND BOUT
1705,SPOOK THIS SQUIRE LOSING ALL PATIENT AND IT WAS TO YOU THAT I GAVE ANOTHER PERSON CONSOLATION
1706,COME TO ME MEN CETER HERE HE RAISED HIS VOICE STILL LOUDER
1707,THE STROLLERS TOOK THEIR PART IN IT WITH HARD JESUS ASKED NOW THAT THEY HAD SOME CHANCE OF BEATING OFF THEIR FILLS
1708,ROBID IN THE LITTLE TUMBLER BETWEEN THEM TRIED TO FORCE THIS SQUIRED TO STAND BACK AND VERY VALLEY DID THESE TWO IMPORTANT PORT THEMSELVES
1709,THE HEAD AND CHIEF FOR THE RIOT THE ODDD THE ODDEST WITH QUENCH FISTS THREATEN WON'T WE SAY
1710,THE SQUIRE HELPED TO THRUST THE MOLE IN AND ENTERED SWIFTLY HIMSELF
1711,NOW BEAST SILENT ON YOUR OLD LIVES HE BEGAN BUT THE CAPTURED APPRENTICE SET UP AN INSTANT SHOUT
1712,SILLETS YOU MAY CRIED WON'T FANCHET
1713,HE FELT FOR AND FOUND THE WISRA'S BLACK CLOTH THE SQUIRE WAS QUITE OUT OF BREATH
1714,TRUSTING OPEN THE PROPER ENTRANCE OF THE TENT ROBINS SUDDENLY RUSHED FORTH WITH HIS BURDEN WITH A GREAT SHOUT
1715,A MOST DECAY A MONTH BE SAY GAIN WELL TO THE RESCUE
1716,TAKING ADVANTAGE OF THIS SQUIRES FEW MEN REDOUBLED THEIR EFFORTS AND ENCOURAGED BY ROBBENED IN THE LITTLE STROLLER'S CRIES FAULT THEIR WAY TO HIM
1717,JOORCHED MONTH WE SAY WILL NEVER FORGET THIS DAY
1718,WHAT IS YOUR NAME LEARITING ASKED THE LITTLE STROLLOR PRESENTLY
1719,ROBIN FITSE
1720,AND MINE IS WILL STOPLY SHALL WE BECOME READS
1721,RIGHT WILLINGLY FOR BETWEEN US WE HAVE ONE THE BATTLE ANSWERED ROBIN
1722,I LIKE YOU WILL YOU ARE THE SECOND WILL THAT I HAVE MET IN LIKE WITHIN TWO DAYS IS THERE ASSIGN IN THAT
1723,MONTHY SAY HOLD OUT FOR ROBIN TO GIVE HIM AN ARM
1724,FOR ENDS SAID MONK BE SHAY FAINTLY TO THE RESTLERS BARRIS ESCORTS OF FAR AS THE SHERIFF'S HOUSE
1725,IT WILL NOT BE SAY FOR YOU TO STAY HERE NOW
1726,PRAYFALLER WAS WITH MINE IN MY LORD SHERIFFS MEN
1727,NOT A YOUNG CASTLE WAS REACHED AND IN MIDN'S WAS DEMANDED
1728,MISTER MAUNSELLE THE SHERIFF OF NOTTINGHAM WAS MITLY PUT ABOUT WHEN TOLD OF THE RIOTING
1729,AND HENRY MIGHT RETURN TO ENGLAND AT ANY MOMENT
1730,HAVE YOUR WILL CHILD IF THE BOY ALSO WILL SIT AND MUCH BE SHAY ANSWERED FEELING TO ILL TO OPPOSE ANYTHING VERY STRONGLY JUST THEN
1731,HE MADE AN EFFORT TO HIDE HIS CONDITION FROM THEM ALL AND ROBIN FELT HIS FINGERS TIGHTEN UPON HIS ARM
1732,BAGNEA ROOM OF THE SHERIFF CHILD QUICKLY
1733,BUT WHO WAS AS FELLOW PLUCKY IT WAS BEAVED
1734,HE IS MY ESKIRE EXCELLENCY RETURNED ROBIN WITH DIGNITY
1735,MISTER SPISSUOTH HAD BEEN CARRIED OFF BY THE SHERIFF DAUGHTER AND HER MAID TO SOON AS THEY HAD ENTERED THE HOUSE SO THAT ROBIN ALONE HAD THE CARE OF MONPICHEAY
1736,ROBIN WAS GLAD WHEN AT LENGTH THEY WERE LEFT TO THEIR OWN DEVICES
1737,THE WIND DID CERTAINLY BRING BACK THE COLAR TO THE SQUIRES CHEEKS
1738,THESE ESCAPATES ARE NOT FOR OLD GAME WELL LED HIS DAY HAS COME TO TWILIGHT
1739,WILL YOU FORGIVE ME NOW
1740,IT WILL BE NO DISAPPOINTMENT TO ME
1741,NO THANKS I AM GLAD TO GIVE YOU SUCH EASY HAPPINESS
1742,YOU ARE WERE IF YOU LEAPED WILL PRESENTLY WHISPERED ROBIN THE WINE HAS WORKED A MARVEL
1743,I AND SHOW YOU SOME PRETTY TRICKS
1744,THE YOUNG FITSES HAD HAD BEEN COMMANDED TO HIS MOTHER'S CHAMPER SO SOON AS HE HAD COME OUT FROM HIS CONVERS WITH THE SQUIRE
1745,THERE BE FELT AN ANXIOUS INTERVIEW MISTRESS THIS IS THIS IS ARDUING FOR IN AGAINST THE SQUIRES PROJECT IN THE BREATH
1746,MOST OF ALL ROBIN THOUGHT OF HIS FATHER WHAT WOULD HE COUNCIL
1747,IF FOR A WIND YOU BEGGAR YOURSELF I CANNOT STAY YOU
1748,BUT TAKE IT WILLST I LIVE AND WHERE IT WANT THESE SHIELD IN THE DAYS WHEN MY EYES CAN BE REJOICED BY SO BRAVE A SIGHT FOR YOU WILL NEVER DISGRACE OUR STUCKCH AND I WARRANT ME
1749,THE LATT OBJECT HIM THEN
1750,NEVER THAT SIR HE HAD SAID
1751,HE WAS INDEED CONVERSE WITH THE CLERK AND ENTERED THE WHOLE HOLDING HIM BY THE ARM
1752,NOW TO BED BOY
1753,TIS LATE AND I GO MYSELF WITHIN THE SHORT SPACE
1754,DIS MISMISSOR'S WIRE ROBIN AND BID ME COULD EAT IN
1755,AS ANY AN INKLE AND I WOULD SAY SAID CAME WELL PROUDLY THAT IS IN HIS DAY
1756,YET HE WILL TEACH YOU A FEW TRICKS WHEN MORNING IS COME
1757,THERE WAS NO CHANCE TO ALTER HIS SLEEPING ROOM TO ONE NEAR TO GAIN WELL CHAMBER
1758,PRESENTLY HE CROSSED THE FLOOR OF HIS ROOM WITH THE SIDE OF STEP
1759,WILL CRIED HE SOFTLY AND STEADLY WHO HAD CHOSEN HIS CHARACTER CROSSED THE DOOR OF HIS YOUNG MASTER CHAMBER SPRANG UP AT ONCE IN ANSWER
1760,YOU WILL GO UP TOGETHER TO THE POWER THERE IS AWAY DOWN TO THE COURT FROM MY WINDOW
1761,REST AND BE STILL UNTIL I WARN YOU
1762,THE HOURS PASSED WEARILY BY AND MOVEMENT COULD YET BE HEARD ABOUT THE WHOLE
1763,AT LAST ALL WAS QUIET AND BLACK IN THE COURT YARD OF GAME WELL
1764,WELL WAS FOR DROBIN OPENING HIS DOORS HE SPOKE ARE YOU READY
1765,THEY THEN RENEWED THEIR JOURNEY AND UNDER THE BETTER LIGHT MADE A SAFE CROSSING OF THE STABLE ROOFS
1766,ROBIN ENTERED THE HUT DRAGGING THE UNWILLING ASQUIRE AFTER HIM
1767,BE NOT SO FOOLISH FRIEND SAID FIZZE'S CROSSLY
1768,THEY MOVED THERE AFTER COURCHESLY ABOUT THE HUT GROPPING BEFORE AND ABOUT THEM TO FIND SOMETHING TO SHOW THAT THE WARRANT AND HAD FULFILLED HIS MISSION
1769,THEY WERE UPON THE VERG OF AN OPEN TRAP IN THE FAR CORNER OF THE HUT AND STOUTLY HAD TRIPPED OVER THE EDGE OF THE REVERSE FLAT MOUTH OF THIS PIT
1770,FITSOTHS HAND RESTED AT LAST UPON THE TOP RUN OF A LADDER AND SLOWLY THE TRUTH CAME TO HIM
1771,ROVEN CAREFULLY DESCENDED THE LATTER AND FOUND HIMSELF SOON UPON FOR A ROCKY GROUND
1772,STUDLY WAS BY HIS SIDE IN A FLASH AND THEN THEY BOTH BEGAN FEELING ABOUT THEM TO ASCERTAIN THE SHAPE AND CHARACTER OF HIS FAULT
1773,FROM THE BLACKNESS BEHIND THE LIGHT THEY HEARD A VOICE WARRENTONS
1774,SEEY AND MASTER'S BUT YOU STARTLED ME RARELY
1775,CRIED HE WAVING THE LANTERN BEFORE HIM TO MAKE SURE THAT THESE WERE NO GHOSTS AND FRONT OF HIM
1776,INQUIRED ROBIN WITH HIS SUSPICIONS STILL UPON HIM
1777,TRULY SUCH A HORSE WOULD BE WORTH MUCH IN NOTING HIM FAIR
1778,NEE NIJULOARTING ANSWERED WARRING WITH A HALF LAUGH
1779,WARRINGTON SPOKE THUS WITH SIGNIFICANCE TO SHOW ROBIN THAT HE WAS NOT TO THINK JEFFRI'S CLAINS TO THE ESTATE WILL HE PASSED BY
1780,ROBENED FITSUOTH SAW THAT HIS DOUBTS OF WARRANT AND HAD BEEN UNFAIR AND HE BECAME ASHAMED TO HIMSELF FOR HER BRING THEM
1781,HIS TONE RANG PLEASANTLY UNWARRENT AND EARS AND FORTH WITH THE GOOD FELLOWSHIP WAS HERALDED BETWEEN THEM
1782,THE OLD SERVANT TOLD HIM QUIETLY AS THEY CREPT BACK TO GAIN WELL THAT THIS PASSAGEWAY LED FROM THE HUT IN THE PLEASANTS TO SHOWWOOD AND THE JEFFRY FOR THE TIME WAS HIDING WITH THE OUTLAWS IN THE FOREST
1783,HE IMPLOURS US TO BE TO SCREET AS THE GRIEF AND THIS MATTER FOR ENSUED HIS LIFE AS IN THE HOLLOW OF OUR HANDS
1784,THEY REGAIN THEY APARTMENT APPARENTLY WITHOUT DISTURBING THE HOUSEHOLD OF GANWELL
1785,OUT IN THE WOODS STOOD A NICE LITTLE FUR TREE
1786,THE PLACE HE HAD WAS A VERY GOOD ONE THE SUN SHONE ON HIM AS TO FRESH AIR THERE WAS ENOUGH OF THAT AND ROUND HIM GREW MANY LARGE SIZE COMRADES AS WELL AS FIRS
1787,EVEN NOT THINK OF THE WAND SUN AND OF THE FRESH AIR HE DID NOT CARE FOR THE LITTLE COTTAGE CHILDREN THAT RAN ABOUT AND PRACKED WHEN THEY WERE IN THE WOODS LOOKING FOR WILD STRAWBERIES
1788,BUT THIS WAS WHAT THE TREE COULD NOT BEAR TO HEAR
1789,IN WINTER WHEN THE SNOW LAY GLITTERING ON THE GROUND A HAIR WOULD OFTEN COME LEAPING ALONG AND JUMP RIGHT OVER AT THE LITTLE TREE
1790,OH THAT MADE HIM SO ANGRY
1791,TO GROW AND GROOM TO GET OLDER AND BE TALL THOUGHT THE TREE THAT AFTER ALL IS THE MOST OF LIKE FULL THING IN THE WORLD
1792,IN AUTUMN THE WOOD CUTTERS ALWAYS CAME AND FELL SOME OF A LARGE STREETS
1793,THIS HAPPENED EVERY YEAR AND THE YOUNG VIRTERY THAT HAD NOW GROWN TO A VERY COMELY SIZE TREMBLED AT THE SIGHT FOR THE MAGNIFICENT GREAT TREES FELL TO THE EARTH WITH NOISE AND CRACKING THE BRANCHES WERE A LOFT OFF AND THE TREES WERE A LOCKED OFF AND THE TREES WERE A LOFT OFF OFF OFF AND THE TREES WERE A LOCKED OFF
1794,HAVE YOU NOT MET THEM ANY WERE
1795,RICH JOYCE AND LIKE GROWTH SAID THE SUNBEAMS
1796,AND THEN WHAT HAPPENED'S GOOD
1797,I WOULD FAIN KNOW WITH I AM DESTINED FOR SO GLORIOUS A CAREER CRIED THE TREE REJOICING
1798,I AM NOW TALL AND MY BRANCHES SPREAD LIKE THE OTHERS THAT WERE CARRIED OFF LAST YEAR OH
1799,WERE I BUT ALL READY ON THE CARTS
1800,WHERE I IN THE WARM ROOM WITH ALL THE SPLENDOR IN MAGNIFICENT
1801,YES AND SOMETHING BETTER SOMETHING STILL PARUNDER WILL SURELY FOLLOW OR WHEREFORE SHOULD THEY THUS ORNAMENT ME
1802,SOMETHING BETTER AS SOMETHING STILL GRANDER MUST FOLLOW BUT WHAT
1803,WE JOYCE IN ALL PRESENCE SAID THE AIR AND THE SUNLIGHT
1804,RET JOYCE IN MY OWN FRESH YOUTH
1805,BUT THE TREE DID NOT REJOICE AT ALL HE GREW AND GREW AND WAS GREEN BOTH WINTER AND SUMMER
1806,AND TOWARD'S CHRISTMAS HE WAS ONE OF THE FIRST THAT WAS CUT DOWN
1807,THE AXS STRUCK DEEP INTO THE VERY PIFF THE TREE FELL TO THE EARTH WITH A SIGH HE FELT A PANGER'S LIKE A SWOON HE COULD NOT THINK OF HAPPINESS FOR HE WAS SORROWFUL AT BEING SEPARATED FROM HIS HOME FROM HIS HOME HE COULD NOT THINK OF HAPPINESS FOR HE WAS SORROWFUL AT BEING SEPARATED FROM HIS HOME FROM HIS HOME FROM HIS HOME FROM THE PLACE WHERE HE WAS SOME FROM HIS HOME FROM HIS HOME FROM THE PLACE WHERE HE WAS SORROW FROM HIS HOME FROM THE PLACE WHERE HE WAS SORROW FROM THE PLACE WHERE HE WAS SORROW FROM HIS HOME FROM THE PLACE WHERE HE WAS SORROW FROM THE PLACE WHERE HE HAD SPRUNG
1808,HE WELL YOU THAT HE SHOULD NEVER SEE HIS DEAR OLD CONMENTS THE LITTLE BUSHES AND FLOWERS AROUND HIM ANY MORE PERHAPS WHAT EVEN THE BIRDS
1809,THE DEPARTURE WAS NOT AT ALL AGREEABLE
1810,THE TREE ONLY CAME TO HIMSELF WHEN HE WAS UNLOADED IN A COURT YARD WITH THE OTHER TREES AND HEARD A MAN SAY THAT ONE IS SPLENDID WE DON'T WANT THE OTHERS
1811,THERE TWO WERE LARGE EASY CHAIRS SILKEN SOPHAS LARGE TABLES FULL OF PICTURE BOOKS AND FULL OF TOYS WERE HUNDREDS AND HUNDREDS OF CROWNS AT LEAST THE CHILDREN SAID SO
1812,THE SERVANTS AS WELL AS THE YOUNG LADIES DECORATED IT
1813,THIS EVENING THEY ALL SAID
1814,HOW IT WAS SHY IN THIS EVENING
1815,PERHAPS THE OTHER TREES FROM THE FOREST WILL COME TO LOOK AT ME
1816,IT PLEASED UP FLAMOUSLY HELP HELP
1817,CRIED THE YOUNG LADIES AND THEY QUICKLY PUT OUT THE FIRE
1818,A STORY
1819,A STORY CRIED THE CHILDREN DRAWING A LITTLE FAT MAN TOWARD THE TREE
1820,BUT I SHALL TELL ONLY ONE STORY
1821,COME BE DON'T BE FILLED DOWN STAIRS AND YOU MARRIED THE PRINCESS
1822,THAT'S THE WAY OF THE WORLD
1823,THOUGHT THE FERTRY AND BELIEVE IT ALL BECAUSE THE MAN WHO TOLD THE STORY WAS SO GOOD LOOKING WELL
1824,I WON'T TREMBLE TO MORROW THOUGHT THE FUR TREE
1825,AND THE WHOLE LIGHT THE TREES STOOD STILL AND INDEED THOUGHT
1826,IN THE MORE THE SERVANT AND THE HOUSE MADE CAME IN
1827,BUT THEY TRIED TO HIM OUT OF THE ROOM AND UP THE STAIRS INTO THE LOFT AND HERE IT HAD DARK CORNER WHERE NO DAY LIKE COULD ENTER THEY LEFT HIM
1828,WHAT'S WE MEAN OF THIS THOUGHT THE TREE
1829,AND HE LEANED AGAINST THE WALL LOST IN REVERENT
